id	filename	md5	size	state
b06a3383-3a16-4f91-91c4-71cad60dae4b	897e33bc-3862-47bc-8277-a9b1b5371802.rna_seq.augmented_star_gene_counts.tsv	0ca130d5ecf485bfd517f70aa3326719	4245425	released
544a4bca-26bd-4e56-9581-b5e293186d46	nationwidechildrens.org_clinical.TCGA-44-6774.xml	ed604afd5414382566c4d32301b562d2	66806	released
3cd897bd-893e-4497-b9a5-56141816cff4	525e9185-ed15-403d-8987-93c50e4b89a1.rna_seq.augmented_star_gene_counts.tsv	aa703e7d855ef6d30195b729cdd1abbe	4215469	released
b0dc4a18-3099-46fc-a518-9e411c6c15f3	3ddd596f-b02f-4b51-a837-3c684437600f.rna_seq.augmented_star_gene_counts.tsv	5d14d39515b96c4cc35e5560d0332d1f	4226413	released
ba6630ad-cba1-42e2-bc4d-91795c6ed677	nationwidechildrens.org_clinical.TCGA-05-5423.xml	9bee5b79b118aa1366333e23889a00e8	26033	released
ef337612-6a73-4c29-a8b0-85557cbeaff4	e0e055b6-6800-40e7-bde5-718823408f0c.rna_seq.augmented_star_gene_counts.tsv	2e1f64aaf757b8f55ee8a3fa59db18d0	4252251	released
45c390d7-3817-4716-9f40-5a53d9a399ff	nationwidechildrens.org_clinical.TCGA-05-4244.xml	2dd040594af2a4395f038454d7e33e90	26022	released
cceb2777-813d-49a3-81fe-03d506da112f	nationwidechildrens.org_clinical.TCGA-97-A4M2.xml	bc461fba4de6f3471573c0163eeba7ae	35575	released
270a13b3-158c-4251-8c6a-5bc5275e0ebb	8da65700-04c7-444d-826e-ec2e692b257b.rna_seq.augmented_star_gene_counts.tsv	f8a4993be2110f354fde8c4ce7919eb1	4249135	released
4810e9a8-bd1e-4d0d-8ee9-757320765b76	nationwidechildrens.org_clinical.TCGA-44-6777.xml	cf6ee27c5c4ab5271ebd4ba47ffa7bc2	39888	released
9bdba133-a1e0-4482-add2-af6493ebdbe5	efd3731a-0788-41e9-a985-0c3d400d7db3.rna_seq.augmented_star_gene_counts.tsv	b52cccec81de7f9317435955cb308ae1	4255895	released
a6298ad5-dd68-44f6-85cf-f1d2c7673aa3	a126e83e-3907-487d-901a-4cfb91d5807a.rna_seq.augmented_star_gene_counts.tsv	d3ac1baac1474bb893ed5d88a309ef10	4220942	released
1a06f92b-21c5-4666-b666-8b9135a4482a	602ac1fc-c8ad-4e47-988b-1e9e1aa3ce26.rna_seq.augmented_star_gene_counts.tsv	52e07da570d86bc245f1908679466015	4230154	released
cbc213a9-e3ee-49e5-85e0-45a0f54a2d3f	nationwidechildrens.org_clinical.TCGA-55-6982.xml	6668db5e4a3fe69be93f408c36b9b030	57093	released
12639d03-5aa6-4776-a3e3-59cc4464833b	nationwidechildrens.org_clinical.TCGA-97-7553.xml	919335c946cd10490ba6ace428a60170	34829	released
8a2d17e2-4ec1-42b6-8825-6d80ffe4b916	c55c7a04-580b-43e3-b138-f83bd3003875.rna_seq.augmented_star_gene_counts.tsv	3ae4db513b7145d279c112ff61e2b892	4246077	released
d488bd02-8e8e-4b11-b7c8-931733d8f73f	nationwidechildrens.org_clinical.TCGA-05-4426.xml	29a9dc660744ef2bbfdf7e52a995f82c	34215	released
d23c89e5-b295-40b7-a5e8-ee1d4a584dd4	dd6e2735-7d83-4bc4-87b3-05a5d7f08caa.rna_seq.augmented_star_gene_counts.tsv	4650e418a722ce83238d5beaa9809944	4231599	released
df452e00-a7e9-4045-83fb-623885a542d4	5444c7d2-9c7e-4b9e-a8ee-7d64c375be17.rna_seq.augmented_star_gene_counts.tsv	4af0fb0fff41735de9f66e7aef844b2b	4242302	released
